datetime,seat,variable,value
2022-02-10 11:20:28.567328,Sturt (SA),Independent,51.00
2022-02-10 11:20:28.567328,Hindmarsh (SA),Independent,51.00
2022-02-10 11:20:28.567328,Bass (TAS),Independent,21.00
2022-02-10 11:20:28.567328,Clark (TAS),Independent,1.01
2022-02-10 11:20:28.567328,Lyons (TAS),Independent,34.00
2022-02-10 11:20:28.567328,Franklin (TAS),Independent,34.00
2022-02-10 11:20:28.567328,Braddon (TAS),Independent,21.00
2022-02-10 11:20:28.567328,Fenner (ACT),Independent,34.00
2022-02-10 11:20:28.567328,Bean (ACT),Independent,34.00
2022-02-10 11:20:28.567328,Canberra (ACT),Independent,34.00
2022-02-10 11:20:28.567328,Lingiari (NT),Independent,51.00
2022-02-10 11:20:28.567328,Solomon (NT),Independent,51.00
2022-02-10 11:20:28.567328,Banks (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Barton (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Bennelong (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Berowra (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Blaxland (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Bradfield (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Chifley (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Cook (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Cowper (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Cunningham (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Dobell (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Eden-Monaro (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Farrer (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Fowler (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Gilmore (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Grayndler (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Greenway (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Hughes (NSW),One Nation,101.00
2022-02-10 11:20:28.567328,Hume (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Hunter (NSW),One Nation,71.00
2022-02-10 11:20:28.567328,Kingsford Smith (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Lindsay (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Lyne (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Macarthur (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Mackellar (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Macquarie (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,McMahon (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Mitchell (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,New England (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Newcastle (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,North Sydney (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Page (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Parkes (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Parramatta (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Paterson (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Reid (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Richmond (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Riverina (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Robertson (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Shortland (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Sydney (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Warringah (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Watson (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Wentworth (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Werriwa (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Whitlam (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Calare (NSW),One Nation,91.00
2022-02-10 11:20:28.567328,Aston (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Ballarat (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Bendigo (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Bruce (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Calwell (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Casey (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Chisholm (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Cooper (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Corangamite (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Corio (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Deakin (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Dunkley (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Flinders (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Fraser (VIC),One Nation,51.00
2022-02-10 11:20:28.567328,Gellibrand (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Gippsland (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Goldstein (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Gorton (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Hawke (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Higgins (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Holt (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Hotham (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Indi (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Isaacs (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Jagajaga (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Kooyong (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,La Trobe (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Lalor (VIC),One Nation,51.00
2022-02-10 11:20:28.567328,Macnamara (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Mallee (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Maribyrnong (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,McEwen (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Melbourne (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Menzies (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Monash (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Nicholls (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Scullin (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Wannon (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Wills (VIC),One Nation,91.00
2022-02-10 11:20:28.567328,Blair (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Bowman (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Bonner (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Brisbane (QLD),One Nation,91.00
2022-02-10 11:20:28.567328,Capriconia (QLD),One Nation,21.00
2022-02-10 11:20:28.567328,Dawson (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Dickson (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Fadden (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Fairfax (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Fisher (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Flynn (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Forde (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Griffith (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Groom (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Herbert (QLD),One Nation,34.00
2022-02-10 11:20:28.567328,Hinkler (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Kennedy (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Leichhardt (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Lilley (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Longman (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Maranoa (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,McPherson (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Moncrieff (QLD),One Nation,91.00
2022-02-10 11:20:28.567328,Moreton (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Oxley (QLD),One Nation,34.00
2022-02-10 11:20:28.567328,Petrie (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Rankin (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Ryan (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Wide Bay (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Wright (QLD),One Nation,51.00
2022-02-10 11:20:28.567328,Brand (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Burt (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Canning (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Cowan (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Curtin (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Durack (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Forrest (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Fremantle (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Hasluck (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Moore (WA),One Nation,91.00
2022-02-10 11:20:28.567328,O'Connor (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Pearce (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Perth (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Swan (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Tangney (WA),One Nation,91.00
2022-02-10 11:20:28.567328,Adelaide (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Barker (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Boothby (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Grey (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Kingston (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Makin (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Mayo (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Spence (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Sturt (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Hindmarsh (SA),One Nation,91.00
2022-02-10 11:20:28.567328,Bass (TAS),One Nation,101.00
2022-02-10 11:20:28.567328,Clark (TAS),One Nation,101.00
2022-02-10 11:20:28.567328,Lyons (TAS),One Nation,91.00
2022-02-10 11:20:28.567328,Franklin (TAS),One Nation,91.00
2022-02-10 11:20:28.567328,Braddon (TAS),One Nation,101.00
2022-02-10 11:20:28.567328,Fenner (ACT),One Nation,91.00
2022-02-10 11:20:28.567328,Bean (ACT),One Nation,91.00
2022-02-10 11:20:28.567328,Canberra (ACT),One Nation,91.00
2022-02-10 11:20:28.567328,Lingiari (NT),One Nation,91.00
2022-02-10 11:20:28.567328,Solomon (NT),One Nation,91.00
2022-02-10 11:20:28.567328,Banks (NSW),United Australia Party,91.00
2022-02-10 11:20:28.567328,Barton (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Bennelong (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Berowra (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Blaxland (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Bradfield (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Chifley (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Cook (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Cowper (NSW),United Australia Party,91.00
2022-02-10 11:20:28.567328,Cunningham (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Dobell (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Eden-Monaro (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Farrer (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Fowler (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Gilmore (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Grayndler (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Greenway (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Hughes (NSW),United Australia Party,10.00
2022-02-10 11:20:28.567328,Hume (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Hunter (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Kingsford Smith (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Lindsay (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Lyne (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Macarthur (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Mackellar (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Macquarie (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,McMahon (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Mitchell (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,New England (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Newcastle (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,North Sydney (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Page (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Parkes (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Parramatta (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Paterson (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Reid (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Richmond (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Riverina (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Robertson (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Shortland (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Sydney (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Warringah (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Watson (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Wentworth (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Werriwa (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Whitlam (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Calare (NSW),United Australia Party,101.00
2022-02-10 11:20:28.567328,Aston (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Ballarat (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Bendigo (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Bruce (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Calwell (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Casey (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Chisholm (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Cooper (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Corangamite (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Corio (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Deakin (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Dunkley (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Flinders (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Fraser (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Gellibrand (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Gippsland (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Goldstein (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Gorton (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Hawke (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Higgins (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Holt (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Hotham (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Indi (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Isaacs (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Jagajaga (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Kooyong (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,La Trobe (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Lalor (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Macnamara (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Mallee (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Maribyrnong (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,McEwen (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Melbourne (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Menzies (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Monash (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Nicholls (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Scullin (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Wannon (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Wills (VIC),United Australia Party,101.00
2022-02-10 11:20:28.567328,Blair (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Bowman (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Bonner (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Brisbane (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Capriconia (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Dawson (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Dickson (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Fadden (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Fairfax (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Fisher (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Flynn (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Forde (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Griffith (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Groom (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Herbert (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Hinkler (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Kennedy (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Leichhardt (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Lilley (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Longman (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Maranoa (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,McPherson (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Moncrieff (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Moreton (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Oxley (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Petrie (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Rankin (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Ryan (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Wide Bay (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Wright (QLD),United Australia Party,101.00
2022-02-10 11:20:28.567328,Brand (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Burt (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Canning (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Cowan (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Curtin (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Durack (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Forrest (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Fremantle (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Hasluck (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Moore (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,O'Connor (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Pearce (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Perth (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Swan (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Tangney (WA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Adelaide (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Barker (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Boothby (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Grey (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Kingston (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Makin (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Mayo (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Spence (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Sturt (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Hindmarsh (SA),United Australia Party,101.00
2022-02-10 11:20:28.567328,Bass (TAS),United Australia Party,101.00
2022-02-10 11:20:28.567328,Clark (TAS),United Australia Party,101.00
2022-02-10 11:20:28.567328,Lyons (TAS),United Australia Party,101.00
2022-02-10 11:20:28.567328,Franklin (TAS),United Australia Party,101.00
2022-02-10 11:20:28.567328,Braddon (TAS),United Australia Party,101.00
2022-02-10 11:20:28.567328,Fenner (ACT),United Australia Party,101.00
2022-02-10 11:20:28.567328,Bean (ACT),United Australia Party,101.00
2022-02-10 11:20:28.567328,Canberra (ACT),United Australia Party,101.00
2022-02-10 11:20:28.567328,Lingiari (NT),United Australia Party,101.00
2022-02-10 11:20:28.567328,Solomon (NT),United Australia Party,101.00
2022-02-10 11:20:28.567328,Gilmore (NSW),Animal Justice Party,SUS
2022-02-10 11:20:28.567328,Brisbane (QLD),Animal Justice Party,SUS
2022-02-10 11:20:28.567328,Watson (NSW),Shooters and Farmers Party,SUS
2022-02-10 11:20:28.567328,Calwell (VIC),Independent 4,51.00
2022-02-10 11:20:28.567328,Kennedy (QLD),Katters Australia Party,1.01
2022-02-10 11:20:28.567328,Leichhardt (QLD),Socialist Alliance,SUS
2022-02-10 11:20:28.567328,Adelaide (SA),Socialist Alliance,SUS
2022-02-10 11:20:28.567328,Moore (WA),Independent 5,SUS
2022-02-10 11:20:28.567328,Tangney (WA),Liberal,1.08
2022-02-10 11:20:28.567328,Adelaide (SA),Centre Alliance,34.00
2022-02-10 11:20:28.567328,Barker (SA),Centre Alliance,34.00
2022-02-10 11:20:28.567328,Boothby (SA),Centre Alliance,34.00
2022-02-10 11:20:28.567328,Grey (SA),Centre Alliance,34.00
2022-02-10 11:20:28.567328,Kingston (SA),Centre Alliance,34.00
2022-02-10 11:20:28.567328,Makin (SA),Centre Alliance,34.00
2022-02-10 11:20:28.567328,Mayo (SA),Centre Alliance,1.15
2022-02-10 11:20:28.567328,Spence (SA),Centre Alliance,34.00
2022-02-10 11:20:28.567328,Sturt (SA),Centre Alliance,34.00
2022-02-10 11:20:28.567328,Hindmarsh (SA),Centre Alliance,34.00
2022-02-10 11:20:28.567328,Bass (TAS),Jacqui Lambie Network,18.00
2022-02-10 11:20:28.567328,Clark (TAS),Jacqui Lambie Network,34.00
2022-02-10 11:20:28.567328,Lyons (TAS),Jacqui Lambie Network,21.00
2022-02-10 11:20:28.567328,Franklin (TAS),Jacqui Lambie Network,21.00
2022-02-10 11:20:28.567328,Braddon (TAS),Jacqui Lambie Network,18.00
2022-02-11 11:22:01.361929,Banks (NSW),Coalition,1.42
2022-02-11 11:22:01.361929,Barton (NSW),Coalition,12.00
2022-02-11 11:22:01.361929,Bennelong (NSW),Coalition,1.22
2022-02-11 11:22:01.361929,Berowra (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,Blaxland (NSW),Coalition,12.00
2022-02-11 11:22:01.361929,Bradfield (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,Chifley (NSW),Coalition,14.00
2022-02-11 11:22:01.361929,Cook (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,Cowper (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,Cunningham (NSW),Coalition,14.00
2022-02-11 11:22:01.361929,Dobell (NSW),Coalition,2.15
2022-02-11 11:22:01.361929,Eden-Monaro (NSW),Coalition,6.00
2022-02-11 11:22:01.361929,Farrer (NSW),Coalition,1.03
2022-02-11 11:22:01.361929,Fowler (NSW),Coalition,10.00
2022-02-11 11:22:01.361929,Gilmore (NSW),Coalition,1.95
2022-02-11 11:22:01.361929,Grayndler (NSW),Coalition,18.00
2022-02-11 11:22:01.361929,Greenway (NSW),Coalition,6.00
2022-02-11 11:22:01.361929,Hughes (NSW),Coalition,1.15
2022-02-11 11:22:01.361929,Hume (NSW),Coalition,1.08
2022-02-11 11:22:01.361929,Hunter (NSW),Coalition,2.05
2022-02-11 11:22:01.361929,Kingsford Smith (NSW),Coalition,10.00
2022-02-11 11:22:01.361929,Lindsay (NSW),Coalition,1.80
2022-02-11 11:22:01.361929,Lyne (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,Macarthur (NSW),Coalition,12.00
2022-02-11 11:22:01.361929,Mackellar (NSW),Coalition,1.20
2022-02-11 11:22:01.361929,Macquarie (NSW),Coalition,2.50
2022-02-11 11:22:01.361929,McMahon (NSW),Coalition,11.00
2022-02-11 11:22:01.361929,Mitchell (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,New England (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,Newcastle (NSW),Coalition,14.00
2022-02-11 11:22:01.361929,North Sydney (NSW),Coalition,1.50
2022-02-11 11:22:01.361929,Page (NSW),Coalition,1.03
2022-02-11 11:22:01.361929,Parkes (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,Parramatta (NSW),Coalition,6.00
2022-02-11 11:22:01.361929,Paterson (NSW),Coalition,5.50
2022-02-11 11:22:01.361929,Reid (NSW),Coalition,2.00
2022-02-11 11:22:01.361929,Richmond (NSW),Coalition,7.00
2022-02-11 11:22:01.361929,Riverina (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,Robertson (NSW),Coalition,1.95
2022-02-11 11:22:01.361929,Shortland (NSW),Coalition,6.00
2022-02-11 11:22:01.361929,Sydney (NSW),Coalition,13.00
2022-02-11 11:22:01.361929,Warringah (NSW),Coalition,6.00
2022-02-11 11:22:01.361929,Watson (NSW),Coalition,14.00
2022-02-11 11:22:01.361929,Wentworth (NSW),Coalition,1.55
2022-02-11 11:22:01.361929,Werriwa (NSW),Coalition,8.00
2022-02-11 11:22:01.361929,Whitlam (NSW),Coalition,14.00
2022-02-11 11:22:01.361929,Calare (NSW),Coalition,1.01
2022-02-11 11:22:01.361929,Aston (VIC),Coalition,1.07
2022-02-11 11:22:01.361929,Ballarat (VIC),Coalition,14.00
2022-02-11 11:22:01.361929,Bendigo (VIC),Coalition,11.00
2022-02-11 11:22:01.361929,Bruce (VIC),Coalition,11.00
2022-02-11 11:22:01.361929,Calwell (VIC),Coalition,14.00
2022-02-11 11:22:01.361929,Casey (VIC),Coalition,1.80
2022-02-11 11:22:01.361929,Chisholm (VIC),Coalition,4.10
2022-02-11 11:22:01.361929,Cooper (VIC),Coalition,21.00
2022-02-11 11:22:01.361929,Corangamite (VIC),Coalition,5.00
2022-02-11 11:22:01.361929,Corio (VIC),Coalition,14.00
2022-02-11 11:22:01.361929,Deakin (VIC),Coalition,1.85
2022-02-11 11:22:01.361929,Dunkley (VIC),Coalition,7.00
2022-02-11 11:22:01.361929,Flinders (VIC),Coalition,1.87
2022-02-11 11:22:01.361929,Fraser (VIC),Coalition,14.00
