datetime,seat,variable,value
2022-01-28 11:20:30.990507,Calare (NSW),Labor,14.00
2022-01-28 11:20:30.990507,Aston (VIC),Labor,7.00
2022-01-28 11:20:30.990507,Ballarat (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Bendigo (VIC),Labor,1.02
2022-01-28 11:20:30.990507,Bruce (VIC),Labor,1.03
2022-01-28 11:20:30.990507,Calwell (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Casey (VIC),Labor,1.85
2022-01-28 11:20:30.990507,Chisholm (VIC),Labor,1.30
2022-01-28 11:20:30.990507,Cooper (VIC),Labor,1.10
2022-01-28 11:20:30.990507,Corangamite (VIC),Labor,1.20
2022-01-28 11:20:30.990507,Corio (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Deakin (VIC),Labor,1.87
2022-01-28 11:20:30.990507,Dunkley (VIC),Labor,1.07
2022-01-28 11:20:30.990507,Flinders (VIC),Labor,12.00
2022-01-28 11:20:30.990507,Fraser (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Gellibrand (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Gippsland (VIC),Labor,14.00
2022-01-28 11:20:30.990507,Goldstein (VIC),Labor,21.00
2022-01-28 11:20:30.990507,Gorton (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Hawke (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Higgins (VIC),Labor,7.50
2022-01-28 11:20:30.990507,Holt (VIC),Labor,1.02
2022-01-28 11:20:30.990507,Hotham (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Indi (VIC),Labor,12.00
2022-01-28 11:20:30.990507,Isaacs (VIC),Labor,1.02
2022-01-28 11:20:30.990507,Jagajaga (VIC),Labor,1.02
2022-01-28 11:20:30.990507,Kooyong (VIC),Labor,12.00
2022-01-28 11:20:30.990507,La Trobe (VIC),Labor,1.95
2022-01-28 11:20:30.990507,Lalor (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Macnamara (VIC),Labor,1.30
2022-01-28 11:20:30.990507,Mallee (VIC),Labor,15.00
2022-01-28 11:20:30.990507,Maribyrnong (VIC),Labor,1.01
2022-01-28 11:20:30.990507,McEwen (VIC),Labor,1.02
2022-01-28 11:20:30.990507,Melbourne (VIC),Labor,14.00
2022-01-28 11:20:30.990507,Menzies (VIC),Labor,2.70
2022-01-28 11:20:30.990507,Monash (VIC),Labor,6.00
2022-01-28 11:20:30.990507,Nicholls (VIC),Labor,34.00
2022-01-28 11:20:30.990507,Scullin (VIC),Labor,1.01
2022-01-28 11:20:30.990507,Wannon (VIC),Labor,12.00
2022-01-28 11:20:30.990507,Wills (VIC),Labor,1.05
2022-01-28 11:20:30.990507,Blair (QLD),Labor,1.03
2022-01-28 11:20:30.990507,Bowman (QLD),Labor,6.00
2022-01-28 11:20:30.990507,Bonner (QLD),Labor,3.70
2022-01-28 11:20:30.990507,Brisbane (QLD),Labor,4.50
2022-01-28 11:20:30.990507,Capriconia (QLD),Labor,8.00
2022-01-28 11:20:30.990507,Dawson (QLD),Labor,6.50
2022-01-28 11:20:30.990507,Dickson (QLD),Labor,2.95
2022-01-28 11:20:30.990507,Fadden (QLD),Labor,14.00
2022-01-28 11:20:30.990507,Fairfax (QLD),Labor,14.00
2022-01-28 11:20:30.990507,Fisher (QLD),Labor,14.00
2022-01-28 11:20:30.990507,Flynn (QLD),Labor,1.85
2022-01-28 11:20:30.990507,Forde (QLD),Labor,11.00
2022-01-28 11:20:30.990507,Griffith (QLD),Labor,1.25
2022-01-28 11:20:30.990507,Groom (QLD),Labor,14.00
2022-01-28 11:20:30.990507,Herbert (QLD),Labor,6.00
2022-01-28 11:20:30.990507,Hinkler (QLD),Labor,14.00
2022-01-28 11:20:30.990507,Kennedy (QLD),Labor,21.00
2022-01-28 11:20:30.990507,Leichhardt (QLD),Labor,2.40
2022-01-28 11:20:30.990507,Lilley (QLD),Labor,1.22
2022-01-28 11:20:30.990507,Longman (QLD),Labor,1.82
2022-01-28 11:20:30.990507,Maranoa (QLD),Labor,14.00
2022-01-28 11:20:30.990507,McPherson (QLD),Labor,14.00
2022-01-28 11:20:30.990507,Moncrieff (QLD),Labor,14.00
2022-01-28 11:20:30.990507,Moreton (QLD),Labor,1.04
2022-01-28 11:20:30.990507,Oxley (QLD),Labor,1.04
2022-01-28 11:20:30.990507,Petrie (QLD),Labor,10.00
2022-01-28 11:20:30.990507,Rankin (QLD),Labor,1.03
2022-01-28 11:20:30.990507,Ryan (QLD),Labor,8.00
2022-01-28 11:20:30.990507,Wide Bay (QLD),Labor,14.00
2022-01-28 11:20:30.990507,Wright (QLD),Labor,14.00
2022-01-28 11:20:30.990507,Brand (WA),Labor,1.03
2022-01-28 11:20:30.990507,Burt (WA),Labor,1.02
2022-01-28 11:20:30.990507,Canning (WA),Labor,9.00
2022-01-28 11:20:30.990507,Cowan (WA),Labor,1.08
2022-01-28 11:20:30.990507,Curtin (WA),Labor,12.00
2022-01-28 11:20:30.990507,Durack (WA),Labor,14.00
2022-01-28 11:20:30.990507,Forrest (WA),Labor,14.00
2022-01-28 11:20:30.990507,Fremantle (WA),Labor,1.05
2022-01-28 11:20:30.990507,Hasluck (WA),Labor,2.25
2022-01-28 11:20:30.990507,Moore (WA),Labor,14.00
2022-01-28 11:20:30.990507,O'Connor (WA),Labor,14.00
2022-01-28 11:20:30.990507,Pearce (WA),Labor,1.35
2022-01-28 11:20:30.990507,Perth (WA),Labor,1.03
2022-01-28 11:20:30.990507,Swan (WA),Labor,1.25
2022-01-28 11:20:30.990507,Tangney (WA),Labor,6.50
2022-01-28 11:20:30.990507,Adelaide (SA),Labor,1.01
2022-01-28 11:20:30.990507,Barker (SA),Labor,14.00
2022-01-28 11:20:30.990507,Boothby (SA),Labor,1.75
2022-01-28 11:20:30.990507,Grey (SA),Labor,12.00
2022-01-28 11:20:30.990507,Kingston (SA),Labor,1.02
2022-01-28 11:20:30.990507,Makin (SA),Labor,1.05
2022-01-28 11:20:30.990507,Mayo (SA),Labor,12.00
2022-01-28 11:20:30.990507,Spence (SA),Labor,1.01
2022-01-28 11:20:30.990507,Sturt (SA),Labor,4.05
2022-01-28 11:20:30.990507,Hindmarsh (SA),Labor,1.05
2022-01-28 11:20:30.990507,Bass (TAS),Labor,1.75
2022-01-28 11:20:30.990507,Clark (TAS),Labor,12.00
2022-01-28 11:20:30.990507,Lyons (TAS),Labor,1.08
2022-01-28 11:20:30.990507,Franklin (TAS),Labor,1.05
2022-01-28 11:20:30.990507,Braddon (TAS),Labor,1.90
2022-01-28 11:20:30.990507,Fenner (ACT),Labor,1.01
2022-01-28 11:20:30.990507,Bean (ACT),Labor,1.03
2022-01-28 11:20:30.990507,Canberra (ACT),Labor,1.01
2022-01-28 11:20:30.990507,Lingiari (NT),Labor,1.10
2022-01-28 11:20:30.990507,Solomon (NT),Labor,1.07
2022-01-28 11:20:30.990507,Banks (NSW),Green,34.00
2022-01-28 11:20:30.990507,Barton (NSW),Green,34.00
2022-01-28 11:20:30.990507,Bennelong (NSW),Green,34.00
2022-01-28 11:20:30.990507,Berowra (NSW),Green,34.00
2022-01-28 11:20:30.990507,Blaxland (NSW),Green,34.00
2022-01-28 11:20:30.990507,Bradfield (NSW),Green,34.00
2022-01-28 11:20:30.990507,Chifley (NSW),Green,34.00
2022-01-28 11:20:30.990507,Cook (NSW),Green,51.00
2022-01-28 11:20:30.990507,Cowper (NSW),Green,51.00
2022-01-28 11:20:30.990507,Cunningham (NSW),Green,34.00
2022-01-28 11:20:30.990507,Dobell (NSW),Green,34.00
2022-01-28 11:20:30.990507,Eden-Monaro (NSW),Green,51.00
2022-01-28 11:20:30.990507,Farrer (NSW),Green,61.00
2022-01-28 11:20:30.990507,Fowler (NSW),Green,51.00
2022-01-28 11:20:30.990507,Gilmore (NSW),Green,34.00
2022-01-28 11:20:30.990507,Grayndler (NSW),Green,14.00
2022-01-28 11:20:30.990507,Greenway (NSW),Green,34.00
2022-01-28 11:20:30.990507,Hughes (NSW),Green,91.00
2022-01-28 11:20:30.990507,Hume (NSW),Green,34.00
2022-01-28 11:20:30.990507,Hunter (NSW),Green,34.00
2022-01-28 11:20:30.990507,Kingsford Smith (NSW),Green,34.00
2022-01-28 11:20:30.990507,Lindsay (NSW),Green,34.00
2022-01-28 11:20:30.990507,Lyne (NSW),Green,34.00
2022-01-28 11:20:30.990507,Macarthur (NSW),Green,34.00
2022-01-28 11:20:30.990507,Mackellar (NSW),Green,34.00
2022-01-28 11:20:30.990507,Macquarie (NSW),Green,34.00
2022-01-28 11:20:30.990507,McMahon (NSW),Green,34.00
2022-01-28 11:20:30.990507,Mitchell (NSW),Green,34.00
2022-01-28 11:20:30.990507,New England (NSW),Green,51.00
2022-01-28 11:20:30.990507,Newcastle (NSW),Green,34.00
2022-01-28 11:20:30.990507,North Sydney (NSW),Green,34.00
2022-01-28 11:20:30.990507,Page (NSW),Green,34.00
2022-01-28 11:20:30.990507,Parkes (NSW),Green,34.00
2022-01-28 11:20:30.990507,Parramatta (NSW),Green,34.00
2022-01-28 11:20:30.990507,Paterson (NSW),Green,34.00
2022-01-28 11:20:30.990507,Reid (NSW),Green,34.00
2022-01-28 11:20:30.990507,Richmond (NSW),Green,34.00
2022-01-28 11:20:30.990507,Riverina (NSW),Green,34.00
2022-01-28 11:20:30.990507,Robertson (NSW),Green,34.00
2022-01-28 11:20:30.990507,Shortland (NSW),Green,34.00
2022-01-28 11:20:30.990507,Sydney (NSW),Green,21.00
2022-01-28 11:20:30.990507,Warringah (NSW),Green,51.00
2022-01-28 11:20:30.990507,Watson (NSW),Green,34.00
2022-01-28 11:20:30.990507,Wentworth (NSW),Green,15.00
2022-01-28 11:20:30.990507,Werriwa (NSW),Green,34.00
2022-01-28 11:20:30.990507,Whitlam (NSW),Green,34.00
2022-01-28 11:20:30.990507,Calare (NSW),Green,51.00
2022-01-28 11:20:30.990507,Aston (VIC),Green,34.00
2022-01-28 11:20:30.990507,Ballarat (VIC),Green,34.00
2022-01-28 11:20:30.990507,Bendigo (VIC),Green,34.00
2022-01-28 11:20:30.990507,Bruce (VIC),Green,34.00
2022-01-28 11:20:30.990507,Calwell (VIC),Green,34.00
2022-01-28 11:20:30.990507,Casey (VIC),Green,34.00
2022-01-28 11:20:30.990507,Chisholm (VIC),Green,34.00
2022-01-28 11:20:30.990507,Cooper (VIC),Green,6.00
2022-01-28 11:20:30.990507,Corangamite (VIC),Green,34.00
2022-01-28 11:20:30.990507,Corio (VIC),Green,34.00
2022-01-28 11:20:30.990507,Deakin (VIC),Green,34.00
2022-01-28 11:20:30.990507,Dunkley (VIC),Green,34.00
2022-01-28 11:20:30.990507,Flinders (VIC),Green,51.00
2022-01-28 11:20:30.990507,Fraser (VIC),Green,34.00
2022-01-28 11:20:30.990507,Gellibrand (VIC),Green,34.00
2022-01-28 11:20:30.990507,Gippsland (VIC),Green,34.00
2022-01-28 11:20:30.990507,Goldstein (VIC),Green,15.00
2022-01-28 11:20:30.990507,Gorton (VIC),Green,34.00
2022-01-28 11:20:30.990507,Hawke (VIC),Green,21.00
2022-01-28 11:20:30.990507,Higgins (VIC),Green,3.75
2022-01-28 11:20:30.990507,Holt (VIC),Green,34.00
2022-01-28 11:20:30.990507,Hotham (VIC),Green,34.00
2022-01-28 11:20:30.990507,Indi (VIC),Green,51.00
2022-01-28 11:20:30.990507,Isaacs (VIC),Green,34.00
2022-01-28 11:20:30.990507,Jagajaga (VIC),Green,34.00
2022-01-28 11:20:30.990507,Kooyong (VIC),Green,7.50
2022-01-28 11:20:30.990507,La Trobe (VIC),Green,34.00
2022-01-28 11:20:30.990507,Lalor (VIC),Green,34.00
2022-01-28 11:20:30.990507,Macnamara (VIC),Green,5.10
2022-01-28 11:20:30.990507,Mallee (VIC),Green,51.00
2022-01-28 11:20:30.990507,Maribyrnong (VIC),Green,34.00
2022-01-28 11:20:30.990507,McEwen (VIC),Green,34.00
2022-01-28 11:20:30.990507,Melbourne (VIC),Green,1.01
2022-01-28 11:20:30.990507,Menzies (VIC),Green,51.00
2022-01-28 11:20:30.990507,Monash (VIC),Green,51.00
2022-01-28 11:20:30.990507,Nicholls (VIC),Green,51.00
2022-01-28 11:20:30.990507,Scullin (VIC),Green,34.00
2022-01-28 11:20:30.990507,Wannon (VIC),Green,34.00
2022-01-28 11:20:30.990507,Wills (VIC),Green,8.00
2022-01-28 11:20:30.990507,Blair (QLD),Green,34.00
2022-01-28 11:20:30.990507,Bowman (QLD),Green,34.00
2022-01-28 11:20:30.990507,Bonner (QLD),Green,34.00
2022-01-28 11:20:30.990507,Brisbane (QLD),Green,6.50
2022-01-28 11:20:30.990507,Capriconia (QLD),Green,51.00
2022-01-28 11:20:30.990507,Dawson (QLD),Green,34.00
2022-01-28 11:20:30.990507,Dickson (QLD),Green,34.00
2022-01-28 11:20:30.990507,Fadden (QLD),Green,34.00
2022-01-28 11:20:30.990507,Fairfax (QLD),Green,34.00
2022-01-28 11:20:30.990507,Fisher (QLD),Green,34.00
2022-01-28 11:20:30.990507,Flynn (QLD),Green,34.00
2022-01-28 11:20:30.990507,Forde (QLD),Green,34.00
2022-01-28 11:20:30.990507,Griffith (QLD),Green,4.50
2022-01-28 11:20:30.990507,Groom (QLD),Green,34.00
2022-01-28 11:20:30.990507,Herbert (QLD),Green,51.00
2022-01-28 11:20:30.990507,Hinkler (QLD),Green,34.00
2022-01-28 11:20:30.990507,Kennedy (QLD),Green,91.00
2022-01-28 11:20:30.990507,Leichhardt (QLD),Green,34.00
2022-01-28 11:20:30.990507,Lilley (QLD),Green,51.00
2022-01-28 11:20:30.990507,Longman (QLD),Green,34.00
2022-01-28 11:20:30.990507,Maranoa (QLD),Green,34.00
2022-01-28 11:20:30.990507,McPherson (QLD),Green,34.00
2022-01-28 11:20:30.990507,Moncrieff (QLD),Green,34.00
2022-01-28 11:20:30.990507,Moreton (QLD),Green,34.00
2022-01-28 11:20:30.990507,Oxley (QLD),Green,51.00
2022-01-28 11:20:30.990507,Petrie (QLD),Green,34.00
2022-01-28 11:20:30.990507,Rankin (QLD),Green,34.00
2022-01-28 11:20:30.990507,Ryan (QLD),Green,18.00
2022-01-28 11:20:30.990507,Wide Bay (QLD),Green,51.00
2022-01-28 11:20:30.990507,Wright (QLD),Green,51.00
2022-01-28 11:20:30.990507,Brand (WA),Green,34.00
2022-01-28 11:20:30.990507,Burt (WA),Green,51.00
2022-01-28 11:20:30.990507,Canning (WA),Green,34.00
2022-01-28 11:20:30.990507,Cowan (WA),Green,34.00
2022-01-28 11:20:30.990507,Curtin (WA),Green,51.00
2022-01-28 11:20:30.990507,Durack (WA),Green,34.00
2022-01-28 11:20:30.990507,Forrest (WA),Green,34.00
2022-01-28 11:20:30.990507,Fremantle (WA),Green,34.00
2022-01-28 11:20:30.990507,Hasluck (WA),Green,34.00
2022-01-28 11:20:30.990507,Moore (WA),Green,34.00
2022-01-28 11:20:30.990507,O'Connor (WA),Green,34.00
2022-01-28 11:20:30.990507,Pearce (WA),Green,34.00
2022-01-28 11:20:30.990507,Perth (WA),Green,21.00
2022-01-28 11:20:30.990507,Swan (WA),Green,34.00
2022-01-28 11:20:30.990507,Tangney (WA),Green,34.00
2022-01-28 11:20:30.990507,Adelaide (SA),Green,21.00
2022-01-28 11:20:30.990507,Barker (SA),Green,21.00
2022-01-28 11:20:30.990507,Boothby (SA),Green,21.00
2022-01-28 11:20:30.990507,Grey (SA),Green,21.00
2022-01-28 11:20:30.990507,Kingston (SA),Green,21.00
2022-01-28 11:20:30.990507,Makin (SA),Green,21.00
2022-01-28 11:20:30.990507,Mayo (SA),Green,34.00
2022-01-28 11:20:30.990507,Spence (SA),Green,21.00
2022-01-28 11:20:30.990507,Sturt (SA),Green,21.00
2022-01-28 11:20:30.990507,Hindmarsh (SA),Green,21.00
2022-01-28 11:20:30.990507,Bass (TAS),Green,51.00
2022-01-28 11:20:30.990507,Clark (TAS),Green,51.00
2022-01-28 11:20:30.990507,Lyons (TAS),Green,18.00
2022-01-28 11:20:30.990507,Franklin (TAS),Green,18.00
2022-01-28 11:20:30.990507,Braddon (TAS),Green,34.00
2022-01-28 11:20:30.990507,Fenner (ACT),Green,15.00
2022-01-28 11:20:30.990507,Bean (ACT),Green,15.00
2022-01-28 11:20:30.990507,Canberra (ACT),Green,15.00
2022-01-28 11:20:30.990507,Lingiari (NT),Green,34.00
2022-01-28 11:20:30.990507,Solomon (NT),Green,34.00
2022-01-28 11:20:30.990507,Banks (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Barton (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Bennelong (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Berowra (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Blaxland (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Bradfield (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Chifley (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Cook (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Cowper (NSW),Independent,21.00
2022-01-28 11:20:30.990507,Cunningham (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Dobell (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Eden-Monaro (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Farrer (NSW),Independent,21.00
2022-01-28 11:20:30.990507,Fowler (NSW),Independent,10.00
2022-01-28 11:20:30.990507,Gilmore (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Grayndler (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Greenway (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Hughes (NSW),Independent,10.00
2022-01-28 11:20:30.990507,Hume (NSW),Independent,6.50
2022-01-28 11:20:30.990507,Hunter (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Kingsford Smith (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Lindsay (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Lyne (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Macarthur (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Mackellar (NSW),Independent,7.00
2022-01-28 11:20:30.990507,Macquarie (NSW),Independent,51.00
2022-01-28 11:20:30.990507,McMahon (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Mitchell (NSW),Independent,51.00
2022-01-28 11:20:30.990507,New England (NSW),Independent,21.00
2022-01-28 11:20:30.990507,Newcastle (NSW),Independent,51.00
2022-01-28 11:20:30.990507,North Sydney (NSW),Independent,3.70
2022-01-28 11:20:30.990507,Page (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Parkes (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Parramatta (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Paterson (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Reid (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Richmond (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Riverina (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Robertson (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Shortland (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Sydney (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Warringah (NSW),Independent,1.30
2022-01-28 11:20:30.990507,Watson (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Wentworth (NSW),Independent,2.75
2022-01-28 11:20:30.990507,Werriwa (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Whitlam (NSW),Independent,51.00
2022-01-28 11:20:30.990507,Calare (NSW),Independent,34.00
2022-01-28 11:20:30.990507,Aston (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Ballarat (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Bendigo (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Bruce (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Casey (VIC),Independent,21.00
2022-01-28 11:20:30.990507,Chisholm (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Cooper (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Corangamite (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Corio (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Deakin (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Dunkley (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Flinders (VIC),Independent,1.87
2022-01-28 11:20:30.990507,Fraser (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Gellibrand (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Gippsland (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Goldstein (VIC),Independent,2.70
2022-01-28 11:20:30.990507,Gorton (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Hawke (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Higgins (VIC),Independent,9.00
2022-01-28 11:20:30.990507,Holt (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Hotham (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Indi (VIC),Independent,1.30
2022-01-28 11:20:30.990507,Isaacs (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Jagajaga (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Kooyong (VIC),Independent,4.50
2022-01-28 11:20:30.990507,La Trobe (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Lalor (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Macnamara (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Mallee (VIC),Independent,14.00
2022-01-28 11:20:30.990507,Maribyrnong (VIC),Independent,51.00
2022-01-28 11:20:30.990507,McEwen (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Melbourne (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Menzies (VIC),Independent,21.00
2022-01-28 11:20:30.990507,Monash (VIC),Independent,21.00
2022-01-28 11:20:30.990507,Nicholls (VIC),Independent,7.00
2022-01-28 11:20:30.990507,Scullin (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Wannon (VIC),Independent,21.00
2022-01-28 11:20:30.990507,Wills (VIC),Independent,51.00
2022-01-28 11:20:30.990507,Blair (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Bowman (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Bonner (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Brisbane (QLD),Independent,34.00
2022-01-28 11:20:30.990507,Capriconia (QLD),Independent,34.00
2022-01-28 11:20:30.990507,Dawson (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Dickson (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Fadden (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Fairfax (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Fisher (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Flynn (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Forde (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Griffith (QLD),Independent,34.00
2022-01-28 11:20:30.990507,Groom (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Herbert (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Hinkler (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Kennedy (QLD),Independent,34.00
2022-01-28 11:20:30.990507,Leichhardt (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Lilley (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Longman (QLD),Independent,34.00
2022-01-28 11:20:30.990507,Maranoa (QLD),Independent,51.00
2022-01-28 11:20:30.990507,McPherson (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Moncrieff (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Moreton (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Oxley (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Petrie (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Rankin (QLD),Independent,51.00
2022-01-28 11:20:30.990507,Ryan (QLD),Independent,34.00
2022-01-28 11:20:30.990507,Wide Bay (QLD),Independent,34.00
2022-01-28 11:20:30.990507,Wright (QLD),Independent,34.00
2022-01-28 11:20:30.990507,Brand (WA),Independent,51.00
2022-01-28 11:20:30.990507,Burt (WA),Independent,51.00
2022-01-28 11:20:30.990507,Canning (WA),Independent,51.00
2022-01-28 11:20:30.990507,Cowan (WA),Independent,51.00
2022-01-28 11:20:30.990507,Curtin (WA),Independent,12.00
2022-01-28 11:20:30.990507,Durack (WA),Independent,51.00
2022-01-28 11:20:30.990507,Forrest (WA),Independent,51.00
2022-01-28 11:20:30.990507,Fremantle (WA),Independent,51.00
2022-01-28 11:20:30.990507,Hasluck (WA),Independent,51.00
2022-01-28 11:20:30.990507,Moore (WA),Independent,51.00
2022-01-28 11:20:30.990507,O'Connor (WA),Independent,51.00
2022-01-28 11:20:30.990507,Pearce (WA),Independent,51.00
2022-01-28 11:20:30.990507,Perth (WA),Independent,51.00
2022-01-28 11:20:30.990507,Swan (WA),Independent,51.00
2022-01-28 11:20:30.990507,Tangney (WA),Independent,51.00
2022-01-28 11:20:30.990507,Adelaide (SA),Independent,51.00
2022-01-28 11:20:30.990507,Barker (SA),Independent,51.00
2022-01-28 11:20:30.990507,Boothby (SA),Independent,34.00
2022-01-28 11:20:30.990507,Grey (SA),Independent,51.00
2022-01-28 11:20:30.990507,Kingston (SA),Independent,51.00
2022-01-28 11:20:30.990507,Makin (SA),Independent,51.00
2022-01-28 11:20:30.990507,Mayo (SA),Independent,51.00
2022-01-28 11:20:30.990507,Spence (SA),Independent,51.00
2022-01-28 11:20:30.990507,Sturt (SA),Independent,51.00
2022-01-28 11:20:30.990507,Hindmarsh (SA),Independent,51.00
2022-01-28 11:20:30.990507,Bass (TAS),Independent,21.00
2022-01-28 11:20:30.990507,Clark (TAS),Independent,1.01
2022-01-28 11:20:30.990507,Lyons (TAS),Independent,34.00
2022-01-28 11:20:30.990507,Franklin (TAS),Independent,34.00
2022-01-28 11:20:30.990507,Braddon (TAS),Independent,21.00
2022-01-28 11:20:30.990507,Fenner (ACT),Independent,34.00
2022-01-28 11:20:30.990507,Bean (ACT),Independent,34.00
2022-01-28 11:20:30.990507,Canberra (ACT),Independent,34.00
2022-01-28 11:20:30.990507,Lingiari (NT),Independent,51.00
2022-01-28 11:20:30.990507,Solomon (NT),Independent,51.00
2022-01-28 11:20:30.990507,Banks (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Barton (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Bennelong (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Berowra (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Blaxland (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Bradfield (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Chifley (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Cook (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Cowper (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Cunningham (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Dobell (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Eden-Monaro (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Farrer (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Fowler (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Gilmore (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Grayndler (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Greenway (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Hughes (NSW),One Nation,101.00
2022-01-28 11:20:30.990507,Hume (NSW),One Nation,91.00
2022-01-28 11:20:30.990507,Hunter (NSW),One Nation,71.00
2022-01-28 11:20:30.990507,Kingsford Smith (NSW),One Nation,91.00
